STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 49,17171215,3,     ,     ,     ,     ,                    ,     ,
 49,17171216,1,     ,     ,     ,     ,                    ,     ,
 49,17171216,2,     ,  440,     ,     ,                    ,     ,
 49,17171216,3,     ,     ,     ,     ,                    ,     ,
 49,17171217,1,     ,     ,     ,     ,                    ,     ,
 49,17171217,2,     ,  400,     ,     ,                    ,     ,
 49,17171217,3,     ,     ,     ,     ,                    ,     ,
 49,17171218,1,     ,     ,     ,     ,                    ,     ,
 49,17171218,2,     ,  410,     ,     ,                    ,     ,
 49,17171218,3,     ,     ,     ,     ,                    ,     ,
 49,17171219,1,     ,     ,     ,     ,                    ,     ,
 49,17171219,2,     ,  400,     ,     ,                    ,     ,
 49,17171219,3,     ,     ,     ,     ,                    ,     ,
 49,17171220,1,     ,     ,     ,     ,                    ,     ,
 49,17171220,2,     ,  370,     ,     ,                    ,     ,
 49,17171220,3,     ,     ,     ,     ,                    ,     ,
 49,17171221,1,     ,     ,     ,     ,                    ,     ,
 49,17171221,2,     ,  420,     ,     ,                    ,     ,
 49,17171221,3,     ,     ,     ,     ,                    ,     ,
 49,17171222,1,     ,     ,     ,     ,                    ,     ,
 49,17171222,2,     ,  430,     ,     ,                    ,     ,
 49,17171222,3,     ,     ,     ,     ,                    ,     ,
 49,17171223,1,     ,     ,     ,     ,                    ,     ,
 49,17171223,2,     ,  390,     ,     ,                    ,     ,
 49,17171223,3,     ,     ,     ,     ,                    ,     ,
 49,17171224,1,     ,     ,     ,     ,                    ,     ,
 49,17171224,2,     ,  410,     ,     ,                    ,     ,
 49,17171224,3,     ,     ,     ,     ,                    ,     ,
 49,17171225,1,     ,     ,     ,     ,                    ,     ,
 49,17171225,2,     ,  410,     ,     ,                    ,     ,
 49,17171225,3,     ,     ,     ,     ,                    ,     ,
 49,17171226,1,     ,     ,     ,     ,                    ,     ,
 49,17171226,2,     ,  430,     ,     ,                    ,     ,
 49,17171226,3,     ,     ,     ,     ,                    ,     ,
 49,17171227,1,     ,     ,     ,     ,                    ,     ,
 49,17171227,2,     ,  440,     ,     ,                    ,     ,
 49,17171227,3,     ,     ,     ,     ,                    ,     ,
 49,17171228,1,     ,     ,     ,     ,                    ,     ,
 49,17171228,2,     ,  430,     ,     ,                    ,     ,
 49,17171228,3,     ,     ,     ,     ,                    ,     ,
 49,17171229,1,     ,     ,     ,     ,                    ,     ,
 49,17171229,2,     ,  450,     ,     ,                    ,     ,
 49,17171229,3,     ,     ,     ,     ,                    ,     ,
 49,17171230,1,     ,     ,     ,     ,                    ,     ,
 49,17171230,2,     ,  440,     ,     ,                    ,     ,
 49,17171230,3,     ,     ,     ,     ,                    ,     ,
 49,17171231,1,     ,     ,     ,     ,                    ,     ,
 49,17171231,2,     ,  420,     ,     ,                    ,     ,
 49,17171231,3,     ,     ,     ,     ,                    ,     ,
 49,17180101,1,     ,     ,     ,     ,                    ,     ,
 49,17180101,2,     ,  410,     ,     ,                    ,     ,
 49,17180101,3,     ,     ,     ,     ,                    ,     ,
 49,17180102,1,     ,     ,     ,     ,                    ,     ,
 49,17180102,2,     ,  390,     ,     ,                    ,     ,
 49,17180102,3,     ,     ,     ,     ,                    ,     ,
 49,17180103,1,     ,     ,     ,     ,                    ,     ,
 49,17180103,2,     ,  370,     ,     ,                    ,     ,
 49,17180103,3,     ,     ,     ,     ,                    ,     ,
 49,17180104,1,     ,     ,     ,     ,                    ,     ,
 49,17180104,2,     ,  370,     ,     ,                    ,     ,
 49,17180104,3,     ,     ,     ,     ,                    ,     ,
 49,17180105,1,     ,     ,     ,     ,                    ,     ,
 49,17180105,2,     ,  380,     ,     ,                    ,     ,
 49,17180105,3,     ,     ,     ,     ,                    ,     ,
 49,17180106,1,     ,     ,     ,     ,                    ,     ,
 49,17180106,2,     ,  410,     ,     ,                    ,     ,
 49,17180106,3,     ,     ,     ,     ,                    ,     ,
 49,17180107,1,     ,     ,     ,     ,                    ,     ,
 49,17180107,2,     ,  480,     ,     ,                    ,     ,
 49,17180107,3,     ,     ,     ,     ,                    ,     ,
 49,17180108,1,     ,     ,     ,     ,                    ,     ,
 49,17180108,2,     ,  420,     ,     ,                    ,     ,
 49,17180108,3,     ,     ,     ,     ,                    ,     ,
 49,17180109,1,     ,     ,     ,     ,                    ,     ,
 49,17180109,2,     ,  400,     ,     ,                    ,     ,
 49,17180109,3,     ,     ,     ,     ,                    ,     ,
 49,17180110,1,     ,     ,     ,     ,                    ,     ,
 49,17180110,2,     ,  390,     ,     ,                    ,     ,
 49,17180110,3,     ,     ,     ,     ,                    ,     ,
 49,17180111,1,     ,     ,     ,     ,                    ,     ,
 49,17180111,2,     ,  350,     ,     ,                    ,     ,
 49,17180111,3,     ,     ,     ,     ,                    ,     ,
 49,17180112,1,     ,     ,     ,     ,                    ,     ,
 49,17180112,2,     ,  350,     ,     ,                    ,     ,
 49,17180112,3,     ,     ,     ,     ,                    ,     ,
 49,17180113,1,     ,     ,     ,     ,                    ,     ,
 49,17180113,2,     ,  320,     ,     ,                    ,     ,
 49,17180113,3,     ,     ,     ,     ,                    ,     ,
 49,17180114,1,     ,     ,     ,     ,                    ,     ,
 49,17180114,2,     ,  330,     ,     ,                    ,     ,
 49,17180114,3,     ,     ,     ,     ,                    ,     ,
 49,17180115,1,     ,     ,     ,     ,                    ,     ,
 49,17180115,2,     ,  320,     ,     ,                    ,     ,
 49,17180115,3,     ,     ,     ,     ,                    ,     ,
 49,17180116,1,     ,     ,     ,     ,                    ,     ,
 49,17180116,2,     ,  290,     ,     ,                    ,     ,
 49,17180116,3,     ,     ,     ,     ,                    ,     ,
 49,17180117,1,     ,     ,     ,     ,                    ,     ,
 49,17180117,2,     ,  300,     ,     ,                    ,     ,
 49,17180117,3,     ,     ,     ,     ,                    ,     ,
 49,17180118,1,     ,     ,     ,     ,                    ,     ,
 49,17180118,2,     ,  320,     ,     ,                    ,     ,
 49,17180118,3,     ,     ,     ,     ,                    ,     ,
 49,17180119,1,     ,     ,     ,     ,                    ,     ,
 49,17180119,2,     ,  330,     ,     ,                    ,     ,
 49,17180119,3,     ,     ,     ,     ,                    ,     ,
 49,17180120,1,     ,     ,     ,     ,                    ,     ,
 49,17180120,2,     ,  350,     ,     ,                    ,     ,
 49,17180120,3,     ,     ,     ,     ,                    ,     ,
 49,17180121,1,     ,     ,     ,     ,                    ,     ,
 49,17180121,2,     ,  350,     ,     ,                    ,     ,
 49,17180121,3,     ,     ,     ,     ,                    ,     ,
 49,17180122,1,     ,     ,     ,     ,                    ,     ,
 49,17180122,2,     ,  380,     ,     ,                    ,     ,
 49,17180122,3,     ,     ,     ,     ,                    ,     ,
 49,17180123,1,     ,     ,     ,     ,                    ,     ,
 49,17180123,2,     ,  390,     ,     ,                    ,     ,
 49,17180123,3,     ,     ,     ,     ,                    ,     ,
 49,17180124,1,     ,     ,     ,     ,                    ,     ,
 49,17180124,2,     ,  350,     ,     ,                    ,     ,
 49,17180124,3,     ,     ,     ,     ,                    ,     ,
 49,17180125,1,     ,     ,     ,     ,                    ,     ,
 49,17180125,2,     ,  330,     ,     ,                    ,     ,
 49,17180125,3,     ,     ,     ,     ,                    ,     ,
 49,17180126,1,     ,     ,     ,     ,                    ,     ,
 49,17180126,2,     ,  320,     ,     ,                    ,     ,
 49,17180126,3,     ,     ,     ,     ,                    ,     ,
 49,17180127,1,     ,     ,     ,     ,                    ,     ,
 49,17180127,2,     ,  270,     ,     ,                    ,     ,
 49,17180127,3,     ,     ,     ,     ,                    ,     ,
 49,17180128,1,     ,     ,     ,     ,                    ,     ,
 49,17180128,2,     ,  260,     ,     ,                    ,     ,
 49,17180128,3,     ,     ,     ,     ,                    ,     ,
 49,17180129,1,     ,     ,     ,     ,                    ,     ,
 49,17180129,2,     ,  240,     ,     ,                    ,     ,
 49,17180129,3,     ,     ,     ,     ,                    ,     ,
 49,17180130,1,     ,     ,     ,     ,                    ,     ,
 49,17180130,2,     ,  230,     ,     ,                    ,     ,
 49,17180130,3,     ,     ,     ,     ,                    ,     ,
 49,17180131,1,     ,     ,     ,     ,                    ,     ,
 49,17180131,2,     ,  210,     ,     ,                    ,     ,
 49,17180131,3,     ,     ,     ,     ,                    ,     ,
 49,17180201,1,     ,     ,     ,     ,                    ,     ,
 49,17180201,2,     ,  210,     ,     ,                    ,     ,
 49,17180201,3,     ,     ,     ,     ,                    ,     ,
 49,17180202,1,     ,     ,     ,     ,                    ,     ,
 49,17180202,2,     ,  230,     ,     ,                    ,     ,
 49,17180202,3,     ,     ,     ,     ,                    ,     ,
 49,17180203,1,     ,     ,     ,     ,                    ,     ,
 49,17180203,2,     ,  290,     ,     ,                    ,     ,
 49,17180203,3,     ,     ,     ,     ,                    ,     ,
 49,17180204,1,     ,     ,     ,     ,                    ,     ,
 49,17180204,2,     ,  340,     ,     ,                    ,     ,
 49,17180204,3,     ,     ,     ,     ,                    ,     ,
 49,17180205,1,     ,     ,     ,     ,                    ,     ,
 49,17180205,2,     ,  360,     ,     ,                    ,     ,
 49,17180205,3,     ,     ,     ,     ,                    ,     ,
 49,17180206,1,     ,     ,     ,     ,                    ,     ,
 49,17180206,2,     ,  330,     ,     ,                    ,     ,
 49,17180206,3,     ,     ,     ,     ,                    ,     ,
 49,17180207,1,     ,     ,     ,     ,                    ,     ,
 49,17180207,2,     ,  320,     ,     ,                    ,     ,
 49,17180207,3,     ,     ,     ,     ,                    ,     ,
 49,17180208,1,     ,     ,     ,     ,                    ,     ,
 49,17180208,2,     ,  290,     ,     ,                    ,     ,
 49,17180208,3,     ,     ,     ,     ,                    ,     ,
 49,17180209,1,     ,     ,     ,     ,                    ,     ,
 49,17180209,2,     ,  260,     ,     ,                    ,     ,
 49,17180209,3,     ,     ,     ,     ,                    ,     ,
 49,17180210,1,     ,     ,     ,     ,                    ,     ,
 49,17180210,2,     ,  250,     ,     ,                    ,     ,
 49,17180210,3,     ,     ,     ,     ,                    ,     ,
 49,17180211,1,     ,     ,     ,     ,                    ,     ,
 49,17180211,2,     ,  280,     ,     ,                    ,     ,
 49,17180211,3,     ,     ,     ,     ,                    ,     ,
 49,17180212,1,     ,     ,     ,     ,                    ,     ,
 49,17180212,2,     ,  300,     ,     ,                    ,     ,
 49,17180212,3,     ,     ,     ,     ,                    ,     ,
 49,17180213,1,     ,     ,     ,     ,                    ,     ,
 49,17180213,2,     ,  310,     ,     ,                    ,     ,
 49,17180213,3,     ,     ,     ,     ,                    ,     ,
 49,17180214,1,     ,     ,     ,     ,                    ,     ,
 49,17180214,2,     ,  320,     ,     ,                    ,     ,
 49,17180214,3,     ,     ,     ,     ,                    ,     ,
 49,17180215,1,     ,     ,     ,     ,                    ,     ,
 49,17180215,2,     ,  330,     ,     ,                    ,     ,
 49,17180215,3,     ,     ,     ,     ,                    ,     ,
 49,17180216,1,     ,     ,     ,     ,                    ,     ,
 49,17180216,2,     ,  340,     ,     ,                    ,     ,
 49,17180216,3,     ,     ,     ,     ,                    ,     ,
 49,17180217,1,     ,     ,     ,     ,                    ,     ,
 49,17180217,2,     ,  330,     ,     ,                    ,     ,
 49,17180217,3,     ,     ,     ,     ,                    ,     ,
 49,17180218,1,     ,     ,     ,     ,                    ,     ,
 49,17180218,2,     ,  350,     ,     ,                    ,     ,
 49,17180218,3,     ,     ,     ,     ,                    ,     ,
 49,17180219,1,     ,     ,     ,     ,                    ,     ,
 49,17180219,2,     ,  400,     ,     ,                    ,     ,
 49,17180219,3,     ,     ,     ,     ,                    ,     ,
 49,17180220,1,     ,     ,     ,     ,                    ,     ,
 49,17180220,2,     ,  390,     ,     ,                    ,     ,
 49,17180220,3,     ,     ,     ,     ,                    ,     ,
 49,17180221,1,     ,     ,     ,     ,                    ,     ,
 49,17180221,2,     ,  400,     ,     ,                    ,     ,
 49,17180221,3,     ,     ,     ,     ,                    ,     ,
 49,17180222,1,     ,     ,     ,     ,                    ,     ,
 49,17180222,2,     ,  430,     ,     ,                    ,     ,
 49,17180222,3,     ,     ,     ,     ,                    ,     ,
 49,17180223,1,     ,     ,     ,     ,                    ,     ,
 49,17180223,2,     ,  410,     ,     ,                    ,     ,
 49,17180223,3,     ,     ,     ,     ,                    ,     ,
 49,17180224,1,     ,     ,     ,     ,                    ,     ,
 49,17180224,2,     ,  380,     ,     ,                    ,     ,
 49,17180224,3,     ,     ,     ,     ,                    ,     ,
 49,17180225,1,     ,     ,     ,     ,                    ,     ,
 49,17180225,2,     ,  430,     ,     ,                    ,     ,
 49,17180225,3,     ,     ,     ,     ,                    ,     ,
 49,17180226,1,     ,     ,     ,     ,                    ,     ,
 49,17180226,2,     ,  430,     ,     ,                    ,     ,
 49,17180226,3,     ,     ,     ,     ,                    ,     ,
 49,17180227,1,     ,     ,     ,     ,                    ,     ,
 49,17180227,2,     ,  390,     ,     ,                    ,     ,
 49,17180227,3,     ,     ,     ,     ,                    ,     ,
 49,17180228,1,     ,     ,     ,     ,                    ,     ,
 49,17180228,2,     ,  370,     ,     ,                    ,     ,
 49,17180228,3,     ,     ,     ,     ,                    ,     ,
 49,17180301,1,     ,     ,     ,     ,                    ,     ,
 49,17180301,2,     ,  360,     ,     ,                    ,     ,
 49,17180301,3,     ,     ,     ,     ,                    ,     ,
 49,17180302,1,     ,     ,     ,     ,                    ,     ,
 49,17180302,2,     ,  350,     ,     ,                    ,     ,
 49,17180302,3,     ,     ,     ,     ,                    ,     ,
 49,17180303,1,     ,     ,     ,     ,                    ,     ,
 49,17180303,2,     ,  420,     ,     ,                    ,     ,
 49,17180303,3,     ,     ,     ,     ,                    ,     ,
 49,17180304,1,     ,     ,     ,     ,                    ,     ,
 49,17180304,2,     ,  430,     ,     ,                    ,     ,
 49,17180304,3,     ,     ,     ,     ,                    ,     ,
 49,17180305,1,     ,     ,     ,     ,                    ,     ,
 49,17180305,2,     ,  410,     ,     ,                    ,     ,
 49,17180305,3,     ,     ,     ,     ,                    ,     ,
 49,17180306,1,     ,     ,     ,     ,                    ,     ,
 49,17180306,2,     ,  410,     ,     ,                    ,     ,
 49,17180306,3,     ,     ,     ,     ,                    ,     ,
 49,17180307,1,     ,     ,     ,     ,                    ,     ,
 49,17180307,2,     ,  430,     ,     ,                    ,     ,
 49,17180307,3,     ,     ,     ,     ,                    ,     ,
 49,17180308,1,     ,     ,     ,     ,                    ,     ,
 49,17180308,2,     ,  430,     ,     ,                    ,     ,
 49,17180308,3,     ,     ,     ,     ,                    ,     ,
 49,17180309,1,     ,     ,     ,     ,                    ,     ,
 49,17180309,2,     ,  390,     ,     ,                    ,     ,
 49,17180309,3,     ,     ,     ,     ,                    ,     ,
 49,17180310,1,     ,     ,     ,     ,                    ,     ,
 49,17180310,2,     ,  400,     ,     ,                    ,     ,
 49,17180310,3,     ,     ,     ,     ,                    ,     ,
 49,17180311,1,     ,     ,     ,     ,                    ,     ,
 49,17180311,2,     ,  440,     ,     ,                    ,     ,
 49,17180311,3,     ,     ,     ,     ,                    ,     ,
 49,17180312,1,     ,     ,     ,     ,                    ,     ,
 49,17180312,2,     ,  430,     ,     ,                    ,     ,
 49,17180312,3,     ,     ,     ,     ,                    ,     ,
 49,17180313,1,     ,     ,     ,     ,                    ,     ,
 49,17180313,2,     ,  410,     ,     ,                    ,     ,
 49,17180313,3,     ,     ,     ,     ,                    ,     ,
 49,17180314,1,     ,     ,     ,     ,                    ,     ,
 49,17180314,2,     ,  410,     ,     ,                    ,     ,
 49,17180314,3,     ,     ,     ,     ,                    ,     ,
 49,17180315,1,     ,     ,     ,     ,                    ,     ,
 49,17180315,2,     ,  430,     ,     ,                    ,     ,
 49,17180315,3,     ,     ,     ,     ,                    ,     ,
 49,17180316,1,     ,     ,     ,     ,                    ,     ,
 49,17180316,2,     ,  430,     ,     ,                    ,     ,
 49,17180316,3,     ,     ,     ,     ,                    ,     ,
 49,17180317,1,     ,     ,     ,     ,                    ,     ,
 49,17180317,2,     ,  450,     ,     ,                    ,     ,
 49,17180317,3,     ,     ,     ,     ,                    ,     ,
 49,17180318,1,     ,     ,     ,     ,                    ,     ,
 49,17180318,2,     ,  450,     ,     ,                    ,     ,
 49,17180318,3,     ,     ,     ,     ,                    ,     ,
 49,17180319,1,     ,     ,     ,     ,                    ,     ,
 49,17180319,2,     ,  460,     ,     ,                    ,     ,
 49,17180319,3,     ,     ,     ,     ,                    ,     ,
 49,17180320,1,     ,     ,     ,     ,                    ,     ,
 49,17180320,2,     ,  450,     ,     ,                    ,     ,
 49,17180320,3,     ,     ,     ,     ,                    ,     ,
 49,17180321,1,     ,     ,     ,     ,                    ,     ,
 49,17180321,2,     ,  460,     ,     ,                    ,     ,
 49,17180321,3,     ,     ,     ,     ,                    ,     ,
 49,17180322,1,     ,     ,     ,     ,                    ,     ,
 49,17180322,2,     ,  450,     ,     ,                    ,     ,
 49,17180322,3,     ,     ,     ,     ,                    ,     ,
 49,17180323,1,     ,     ,     ,     ,                    ,     ,
 49,17180323,2,     ,  450,     ,     ,                    ,     ,
 49,17180323,3,     ,     ,     ,     ,                    ,     ,
 49,17180324,1,     ,     ,     ,     ,                    ,     ,
 49,17180324,2,     ,  450,     ,     ,                    ,     ,
 49,17180324,3,     ,     ,     ,     ,                    ,     ,
 49,17180325,1,     ,     ,     ,     ,                    ,     ,
 49,17180325,2,     ,  450,     ,     ,                    ,     ,
 49,17180325,3,     ,     ,     ,     ,                    ,     ,
 49,17180326,1,     ,     ,     ,     ,                    ,     ,
 49,17180326,2,     ,  480,     ,     ,                    ,     ,
 49,17180326,3,     ,     ,     ,     ,                    ,     ,
 49,17180327,1,     ,     ,     ,     ,                    ,     ,
 49,17180327,2,     ,  490,     ,     ,                    ,     ,
 49,17180327,3,     ,     ,     ,     ,                    ,     ,
 49,17180328,1,     ,     ,     ,     ,                    ,     ,
 49,17180328,2,     ,  470,     ,     ,                    ,     ,
 49,17180328,3,     ,     ,     ,     ,                    ,     ,
 49,17180329,1,     ,     ,     ,     ,                    ,     ,
 49,17180329,2,     ,  450,     ,     ,                    ,     ,
 49,17180329,3,     ,     ,     ,     ,                    ,     ,
 49,17180330,1,     ,     ,     ,     ,                    ,     ,
 49,17180330,2,     ,  450,     ,     ,                    ,     ,
 49,17180330,3,     ,     ,     ,     ,                    ,     ,
 49,17180331,1,     ,     ,     ,     ,                    ,     ,
 49,17180331,2,     ,  460,     ,     ,                    ,     ,
 49,17180331,3,     ,     ,     ,     ,                    ,     ,
 49,17180401,1,     ,     ,     ,     ,                    ,     ,
 49,17180401,2,     ,  460,     ,     ,                    ,     ,
 49,17180401,3,     ,     ,     ,     ,                    ,     ,
 49,17180402,1,     ,     ,     ,     ,                    ,     ,
 49,17180402,2,     ,  450,     ,     ,                    ,     ,
 49,17180402,3,     ,     ,     ,     ,                    ,     ,
 49,17180403,1,     ,     ,     ,     ,                    ,     ,
 49,17180403,2,     ,  450,     ,     ,                    ,     ,
 49,17180403,3,     ,     ,     ,     ,                    ,     ,
 49,17180404,1,     ,     ,     ,     ,                    ,     ,
 49,17180404,2,     ,  450,     ,     ,                    ,     ,
 49,17180404,3,     ,     ,     ,     ,                    ,     ,
 49,17180405,1,     ,     ,     ,     ,                    ,     ,
 49,17180405,2,     ,  420,     ,     ,                    ,     ,
 49,17180405,3,     ,     ,     ,     ,                    ,     ,
 49,17180406,1,     ,     ,     ,     ,                    ,     ,
 49,17180406,2,     ,  410,     ,     ,                    ,     ,
 49,17180406,3,     ,     ,     ,     ,                    ,     ,
 49,17180407,1,     ,     ,     ,     ,                    ,     ,
 49,17180407,2,     ,  400,     ,     ,                    ,     ,
 49,17180407,3,     ,     ,     ,     ,                    ,     ,
 49,17180408,1,     ,     ,     ,     ,                    ,     ,
 49,17180408,2,     ,  340,     ,     ,                    ,     ,
 49,17180408,3,     ,     ,     ,     ,                    ,     ,
 49,17180409,1,     ,     ,     ,     ,                    ,     ,
 49,17180409,2,     ,  380,     ,     ,                    ,     ,
 49,17180409,3,     ,     ,     ,     ,                    ,     ,
 49,17180410,1,     ,     ,     ,     ,                    ,     ,
 49,17180410,2,     ,  420,     ,     ,                    ,     ,
 49,17180410,3,     ,     ,     ,     ,                    ,     ,
 49,17180411,1,     ,     ,     ,     ,                    ,     ,
 49,17180411,2,     ,  460,     ,     ,                    ,     ,
 49,17180411,3,     ,     ,     ,     ,                    ,     ,
 49,17180412,1,     ,     ,     ,     ,                    ,     ,
 49,17180412,2,     ,  500,     ,     ,                    ,     ,
 49,17180412,3,     ,     ,     ,     ,                    ,     ,
 49,17180413,1,     ,     ,     ,     ,                    ,     ,
 49,17180413,2,     ,  510,     ,     ,                    ,     ,
 49,17180413,3,     ,     ,     ,     ,                    ,     ,
 49,17180414,1,     ,     ,     ,     ,                    ,     ,
 49,17180414,2,     ,  490,     ,     ,                    ,     ,
 49,17180414,3,     ,     ,     ,     ,                    ,     ,
 49,17180415,1,     ,     ,     ,     ,                    ,     ,
 49,17180415,2,     ,  490,     ,     ,                    ,     ,
 49,17180415,3,     ,     ,     ,     ,                    ,     ,
 49,17180416,1,     ,     ,     ,     ,                    ,     ,
 49,17180416,2,     ,  490,     ,     ,                    ,     ,
 49,17180416,3,     ,     ,     ,     ,                    ,     ,
 49,17180417,1,     ,     ,     ,     ,                    ,     ,
 49,17180417,2,     ,  510,     ,     ,                    ,     ,
 49,17180417,3,     ,     ,     ,     ,                    ,     ,
 49,17180418,1,     ,     ,     ,     ,                    ,     ,
 49,17180418,2,     ,  520,     ,     ,                    ,     ,
 49,17180418,3,     ,     ,     ,     ,                    ,     ,
 49,17180419,1,     ,     ,     ,     ,                    ,     ,
 49,17180419,2,     ,  540,     ,     ,                    ,     ,
 49,17180419,3,     ,     ,     ,     ,                    ,     ,
 49,17180420,1,     ,     ,     ,     ,                    ,     ,
 49,17180420,2,     ,  510,     ,     ,                    ,     ,
 49,17180420,3,     ,     ,     ,     ,                    ,     ,
 49,17180421,1,     ,     ,     ,     ,                    ,     ,
 49,17180421,2,     ,  530,     ,     ,                    ,     ,
 49,17180421,3,     ,     ,     ,     ,                    ,     ,
 49,17180422,1,     ,     ,     ,     ,                    ,     ,
 49,17180422,2,     ,  550,     ,     ,                    ,     ,
 49,17180422,3,     ,     ,     ,     ,                    ,     ,
 49,17180423,1,     ,     ,     ,     ,                    ,     ,
 49,17180423,2,     ,  530,     ,     ,                    ,     ,
 49,17180423,3,     ,     ,     ,     ,                    ,     ,
 49,17180424,1,     ,     ,     ,     ,                    ,     ,
 49,17180424,2,     ,  550,     ,     ,                    ,     ,
 49,17180424,3,     ,     ,     ,     ,                    ,     ,
 49,17180425,1,     ,     ,     ,     ,                    ,     ,
 49,17180425,2,     ,  600,     ,     ,                    ,     ,
 49,17180425,3,     ,     ,     ,     ,                    ,     ,
 49,17180426,1,     ,     ,     ,     ,                    ,     ,
 49,17180426,2,     ,  600,     ,     ,                    ,     ,
 49,17180426,3,     ,     ,     ,     ,                    ,     ,
 49,17180427,1,     ,     ,     ,     ,                    ,     ,
 49,17180427,2,     ,  560,     ,     ,                    ,     ,
 49,17180427,3,     ,     ,     ,     ,                    ,     ,
 49,17180428,1,     ,     ,     ,     ,                    ,     ,
 49,17180428,2,     ,  590,     ,     ,                    ,     ,
 49,17180428,3,     ,     ,     ,     ,                    ,     ,
 49,17180429,1,     ,     ,     ,     ,                    ,     ,
 49,17180429,2,     ,  610,     ,     ,                    ,     ,
 49,17180429,3,     ,     ,     ,     ,                    ,     ,
 49,17180430,1,     ,     ,     ,     ,                    ,     ,
 49,17180430,2,     ,  580,     ,     ,                    ,     ,
 49,17180430,3,     ,     ,     ,     ,                    ,     ,
 49,17180501,1,     ,     ,     ,     ,                    ,     ,
 49,17180501,2,     ,  580,     ,     ,                    ,     ,
 49,17180501,3,     ,     ,     ,     ,                    ,     ,
 49,17180502,1,     ,     ,     ,     ,                    ,     ,
 49,17180502,2,     ,  560,     ,     ,                    ,     ,
 49,17180502,3,     ,     ,     ,     ,                    ,     ,
 49,17180503,1,     ,     ,     ,     ,                    ,     ,
 49,17180503,2,     ,  570,     ,     ,                    ,     ,
 49,17180503,3,     ,     ,     ,     ,                    ,     ,
 49,17180504,1,     ,     ,     ,     ,                    ,     ,
 49,17180504,2,     ,  590,     ,     ,                    ,     ,
 49,17180504,3,     ,     ,     ,     ,                    ,     ,
 49,17180505,1,     ,     ,     ,     ,                    ,     ,
 49,17180505,2,     ,  590,     ,     ,                    ,     ,
 49,17180505,3,     ,     ,     ,     ,                    ,     ,
 49,17180506,1,     ,     ,     ,     ,                    ,     ,
 49,17180506,2,     ,  610,     ,     ,                    ,     ,
 49,17180506,3,     ,     ,     ,     ,                    ,     ,
 49,17180507,1,     ,     ,     ,     ,                    ,     ,
 49,17180507,2,     ,  620,     ,     ,                    ,     ,
 49,17180507,3,     ,     ,     ,     ,                    ,     ,
 49,17180508,1,     ,     ,     ,     ,                    ,     ,
 49,17180508,2,     ,  600,     ,     ,                    ,     ,
 49,17180508,3,     ,     ,     ,     ,                    ,     ,
 49,17180509,1,     ,     ,     ,     ,                    ,     ,
 49,17180509,2,     ,  570,     ,     ,                    ,     ,
 49,17180509,3,     ,     ,     ,     ,                    ,     ,
 49,17180510,1,     ,     ,     ,     ,                    ,     ,
 49,17180510,2,     ,  430,     ,     ,                    ,     ,
 49,17180510,3,     ,     ,     ,     ,                    ,     ,
 49,17180511,1,     ,     ,     ,     ,                    ,     ,
 49,17180511,2,     ,  480,     ,     ,                    ,     ,
 49,17180511,3,     ,     ,     ,     ,                    ,     ,
 49,17180512,1,     ,     ,     ,     ,                    ,     ,
 49,17180512,2,     ,  480,     ,     ,                    ,     ,
 49,17180512,3,     ,     ,     ,     ,                    ,     ,
 49,17180513,1,     ,     ,     ,     ,                    ,     ,
 49,17180513,2,     ,  500,     ,     ,                    ,     ,
 49,17180513,3,     ,     ,     ,     ,                    ,     ,
 49,17180514,1,     ,     ,     ,     ,                    ,     ,
 49,17180514,2,     ,  540,     ,     ,                    ,     ,
 49,17180514,3,     ,     ,     ,     ,                    ,     ,
 49,17180515,1,     ,     ,     ,     ,                    ,     ,
 49,17180515,2,     ,  540,     ,     ,                    ,     ,
 49,17180515,3,     ,     ,     ,     ,                    ,     ,
 49,17180516,1,     ,     ,     ,     ,                    ,     ,
 49,17180516,2,     ,  540,     ,     ,                    ,     ,
 49,17180516,3,     ,     ,     ,     ,                    ,     ,
 49,17180517,1,     ,     ,     ,     ,                    ,     ,
 49,17180517,2,     ,  550,     ,     ,                    ,     ,
 49,17180517,3,     ,     ,     ,     ,                    ,     ,
 49,17180518,1,     ,     ,     ,     ,                    ,     ,
 49,17180518,2,     ,  560,     ,     ,                    ,     ,
 49,17180518,3,     ,     ,     ,     ,                    ,     ,
 49,17180519,1,     ,     ,     ,     ,                    ,     ,
 49,17180519,2,     ,  580,     ,     ,                    ,     ,
 49,17180519,3,     ,     ,     ,     ,                    ,     ,
 49,17180520,1,     ,     ,     ,     ,                    ,     ,
 49,17180520,2,     ,  560,     ,     ,                    ,     ,
 49,17180520,3,     ,     ,     ,     ,                    ,     ,
 49,17180521,1,     ,     ,     ,     ,                    ,     ,
 49,17180521,2,     ,  570,     ,     ,                    ,     ,
 49,17180521,3,     ,     ,     ,     ,                    ,     ,
 49,17180522,1,     ,     ,     ,     ,                    ,     ,
 49,17180522,2,     ,  610,     ,     ,                    ,     ,
 49,17180522,3,     ,     ,     ,     ,                    ,     ,
 49,17180523,1,     ,     ,     ,     ,                    ,     ,
 49,17180523,2,     ,  610,     ,     ,                    ,     ,
 49,17180523,3,     ,     ,     ,     ,                    ,     ,
 49,17180524,1,     ,     ,     ,     ,                    ,     ,
 49,17180524,2,     ,  650,     ,     ,                    ,     ,
 49,17180524,3,     ,     ,     ,     ,                    ,     ,
