STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 49,17081213,3,     ,     ,     ,     ,                    ,     ,
 49,17081214,1,     ,     ,     ,     ,                    ,     ,
 49,17081214,2,     ,  290,    O,     ,                    ,     ,
 49,17081214,3,     ,     ,     ,     ,                    ,     ,
 49,17081215,1,     ,     ,     ,     ,                    ,     ,
 49,17081215,2,     ,  320,   ZO,     ,                    ,     ,
 49,17081215,3,     ,     ,     ,     ,                    ,     ,
 49,17081216,1,     ,     ,     ,     ,                    ,     ,
 49,17081216,2,     ,  350,    Z,     ,                    ,     ,
 49,17081216,3,     ,     ,     ,     ,                    ,     ,
 49,17081217,1,     ,     ,     ,     ,                    ,     ,
 49,17081217,2,     ,  380,   ZO,     ,                    ,     ,
 49,17081217,3,     ,     ,     ,     ,                    ,     ,
 49,17081218,1,     ,     ,     ,     ,                    ,     ,
 49,17081218,2,     ,  380,    O,     ,                    ,     ,
 49,17081218,3,     ,     ,     ,     ,                    ,     ,
 49,17081219,1,     ,     ,     ,     ,                    ,     ,
 49,17081219,2,     ,  390,    Z,     ,                    ,     ,
 49,17081219,3,     ,     ,     ,     ,                    ,     ,
 49,17081220,1,     ,     ,     ,     ,                    ,     ,
 49,17081220,2,     ,  420,  ZZO,     ,                    ,     ,
 49,17081220,3,     ,     ,     ,     ,                    ,     ,
 49,17081221,1,     ,     ,     ,     ,                    ,     ,
 49,17081221,2,     ,  440,    Z,     ,                    ,     ,
 49,17081221,3,     ,     ,     ,     ,                    ,     ,
 49,17081222,1,     ,     ,     ,     ,                    ,     ,
 49,17081222,2,     ,  430,    Z,     ,                    ,     ,
 49,17081222,3,     ,     ,     ,     ,                    ,     ,
 49,17081223,1,     ,     ,     ,     ,                    ,     ,
 49,17081223,2,     ,  430,    Z,     ,                    ,     ,
 49,17081223,3,     ,     ,     ,     ,                    ,     ,
 49,17081224,1,     ,     ,     ,     ,                    ,     ,
 49,17081224,2,     ,  430,    Z,     ,                    ,     ,
 49,17081224,3,     ,     ,     ,     ,                    ,     ,
 49,17081225,1,     ,     ,     ,     ,                    ,     ,
 49,17081225,2,     ,  430,    Z,     ,                    ,     ,
 49,17081225,3,     ,     ,     ,     ,                    ,     ,
 49,17081226,1,     ,     ,     ,     ,                    ,     ,
 49,17081226,2,     ,  420,   ZO,     ,                    ,     ,
 49,17081226,3,     ,     ,     ,     ,                    ,     ,
 49,17081227,1,     ,     ,     ,     ,                    ,     ,
 49,17081227,2,     ,  390,   ZO,     ,                    ,     ,
 49,17081227,3,     ,     ,     ,     ,                    ,     ,
 49,17081228,1,     ,     ,     ,     ,                    ,     ,
 49,17081228,2,     ,  380,    O,     ,                    ,     ,
 49,17081228,3,     ,     ,     ,     ,                    ,     ,
 49,17081229,1,     ,     ,     ,     ,                    ,     ,
 49,17081229,2,     ,  410,    W,     ,                    ,     ,
 49,17081229,3,     ,     ,     ,     ,                    ,     ,
 49,17081230,1,     ,     ,     ,     ,                    ,     ,
 49,17081230,2,     ,  420,   ZO,     ,                    ,     ,
 49,17081230,3,     ,     ,     ,     ,                    ,     ,
 49,17081231,1,     ,     ,     ,     ,                    ,     ,
 49,17081231,2,     ,  410,   ZO,     ,                    ,     ,
 49,17081231,3,     ,     ,     ,     ,                    ,     ,
 49,17090101,1,     ,     ,     ,     ,                    ,     ,
 49,17090101,2,     ,  420,     ,     ,                    ,     ,
 49,17090101,3,     ,     ,     ,     ,                    ,     ,
 49,17090102,1,     ,     ,     ,     ,                    ,     ,
 49,17090102,2,     ,  420,     ,     ,                    ,     ,
 49,17090102,3,     ,     ,     ,     ,                    ,     ,
 49,17090103,1,     ,     ,     ,     ,                    ,     ,
 49,17090103,2,     ,  440,     ,     ,                    ,     ,
 49,17090103,3,     ,     ,     ,     ,                    ,     ,
 49,17090104,1,     ,     ,     ,     ,                    ,     ,
 49,17090104,2,     ,  460,     ,     ,                    ,     ,
 49,17090104,3,     ,     ,     ,     ,                    ,     ,
 49,17090105,1,     ,     ,     ,     ,                    ,     ,
 49,17090105,2,     ,  440,     ,     ,                    ,     ,
 49,17090105,3,     ,     ,     ,     ,                    ,     ,
 49,17090106,1,     ,     ,     ,     ,                    ,     ,
 49,17090106,2,     ,  330,     ,     ,                    ,     ,
 49,17090106,3,     ,     ,     ,     ,                    ,     ,
 49,17090107,1,     ,     ,     ,     ,                    ,     ,
 49,17090107,2,     ,  280,     ,     ,                    ,     ,
 49,17090107,3,     ,     ,     ,     ,                    ,     ,
 49,17090108,1,     ,     ,     ,     ,                    ,     ,
 49,17090108,2,     ,  260,     ,     ,                    ,     ,
 49,17090108,3,     ,     ,     ,     ,                    ,     ,
 49,17090109,1,     ,     ,     ,     ,                    ,     ,
 49,17090109,2,     ,  240,     ,     ,                    ,     ,
 49,17090109,3,     ,     ,     ,     ,                    ,     ,
 49,17090110,1,     ,     ,     ,     ,                    ,     ,
 49,17090110,2,     ,  210,     ,     ,                    ,     ,
 49,17090110,3,     ,     ,     ,     ,                    ,     ,
 49,17090111,1,     ,     ,     ,     ,                    ,     ,
 49,17090111,2,     ,  180,     ,     ,                    ,     ,
 49,17090111,3,     ,     ,     ,     ,                    ,     ,
 49,17090112,1,     ,     ,     ,     ,                    ,     ,
 49,17090112,2,     ,  170,     ,     ,                    ,     ,
 49,17090112,3,     ,     ,     ,     ,                    ,     ,
 49,17090113,1,     ,     ,     ,     ,                    ,     ,
 49,17090113,2,     ,  150,     ,     ,                    ,     ,
 49,17090113,3,     ,     ,     ,     ,                    ,     ,
 49,17090114,1,     ,     ,     ,     ,                    ,     ,
 49,17090114,2,     ,  150,     ,     ,                    ,     ,
 49,17090114,3,     ,     ,     ,     ,                    ,     ,
 49,17090115,1,     ,     ,     ,     ,                    ,     ,
 49,17090115,2,     ,  170,     ,     ,                    ,     ,
 49,17090115,3,     ,     ,     ,     ,                    ,     ,
 49,17090116,1,     ,     ,     ,     ,                    ,     ,
 49,17090116,2,     ,  210,     ,     ,                    ,     ,
 49,17090116,3,     ,     ,     ,     ,                    ,     ,
 49,17090117,1,     ,     ,     ,     ,                    ,     ,
 49,17090117,2,     ,  200,     ,     ,                    ,     ,
 49,17090117,3,     ,     ,     ,     ,                    ,     ,
 49,17090118,1,     ,     ,     ,     ,                    ,     ,
 49,17090118,2,     ,  190,     ,     ,                    ,     ,
 49,17090118,3,     ,     ,     ,     ,                    ,     ,
 49,17090119,1,     ,     ,     ,     ,                    ,     ,
 49,17090119,2,     ,  150,     ,     ,                    ,     ,
 49,17090119,3,     ,     ,     ,     ,                    ,     ,
 49,17090120,1,     ,     ,     ,     ,                    ,     ,
 49,17090120,2,     ,  140,     ,     ,                    ,     ,
 49,17090120,3,     ,     ,     ,     ,                    ,     ,
 49,17090121,1,     ,     ,     ,     ,                    ,     ,
 49,17090121,2,     ,  120,     ,     ,                    ,     ,
 49,17090121,3,     ,     ,     ,     ,                    ,     ,
 49,17090122,1,     ,     ,     ,     ,                    ,     ,
 49,17090122,2,     ,  190,     ,     ,                    ,     ,
 49,17090122,3,     ,     ,     ,     ,                    ,     ,
 49,17090123,1,     ,     ,     ,     ,                    ,     ,
 49,17090123,2,     ,  220,     ,     ,                    ,     ,
 49,17090123,3,     ,     ,     ,     ,                    ,     ,
 49,17090124,1,     ,     ,     ,     ,                    ,     ,
 49,17090124,2,     ,  190,     ,     ,                    ,     ,
 49,17090124,3,     ,     ,     ,     ,                    ,     ,
 49,17090125,1,     ,     ,     ,     ,                    ,     ,
 49,17090125,2,     ,  280,     ,     ,                    ,     ,
 49,17090125,3,     ,     ,     ,     ,                    ,     ,
 49,17090126,1,     ,     ,     ,     ,                    ,     ,
 49,17090126,2,     ,  360,     ,     ,                    ,     ,
 49,17090126,3,     ,     ,     ,     ,                    ,     ,
 49,17090127,1,     ,     ,     ,     ,                    ,     ,
 49,17090127,2,     ,  390,     ,     ,                    ,     ,
 49,17090127,3,     ,     ,     ,     ,                    ,     ,
 49,17090128,1,     ,     ,     ,     ,                    ,     ,
 49,17090128,2,     ,  390,     ,     ,                    ,     ,
 49,17090128,3,     ,     ,     ,     ,                    ,     ,
 49,17090129,1,     ,     ,     ,     ,                    ,     ,
 49,17090129,2,     ,  400,     ,     ,                    ,     ,
 49,17090129,3,     ,     ,     ,     ,                    ,     ,
 49,17090130,1,     ,     ,     ,     ,                    ,     ,
 49,17090130,2,     ,  380,     ,     ,                    ,     ,
 49,17090130,3,     ,     ,     ,     ,                    ,     ,
 49,17090131,1,     ,     ,     ,     ,                    ,     ,
 49,17090131,2,     ,  370,     ,     ,                    ,     ,
 49,17090131,3,     ,     ,     ,     ,                    ,     ,
 49,17090201,1,     ,     ,     ,     ,                    ,     ,
 49,17090201,2,     ,  350,     ,     ,                    ,     ,
 49,17090201,3,     ,     ,     ,     ,                    ,     ,
 49,17090202,1,     ,     ,     ,     ,                    ,     ,
 49,17090202,2,     ,  350,     ,     ,                    ,     ,
 49,17090202,3,     ,     ,     ,     ,                    ,     ,
 49,17090203,1,     ,     ,     ,     ,                    ,     ,
 49,17090203,2,     ,  350,     ,     ,                    ,     ,
 49,17090203,3,     ,     ,     ,     ,                    ,     ,
 49,17090204,1,     ,     ,     ,     ,                    ,     ,
 49,17090204,2,     ,  340,     ,     ,                    ,     ,
 49,17090204,3,     ,     ,     ,     ,                    ,     ,
 49,17090205,1,     ,     ,     ,     ,                    ,     ,
 49,17090205,2,     ,  300,     ,     ,                    ,     ,
 49,17090205,3,     ,     ,     ,     ,                    ,     ,
 49,17090206,1,     ,     ,     ,     ,                    ,     ,
 49,17090206,2,     ,  260,     ,     ,                    ,     ,
 49,17090206,3,     ,     ,     ,     ,                    ,     ,
 49,17090207,1,     ,     ,     ,     ,                    ,     ,
 49,17090207,2,     ,  290,     ,     ,                    ,     ,
 49,17090207,3,     ,     ,     ,     ,                    ,     ,
 49,17090208,1,     ,     ,     ,     ,                    ,     ,
 49,17090208,2,     ,  340,     ,     ,                    ,     ,
 49,17090208,3,     ,     ,     ,     ,                    ,     ,
 49,17090209,1,     ,     ,     ,     ,                    ,     ,
 49,17090209,2,     ,  370,     ,     ,                    ,     ,
 49,17090209,3,     ,     ,     ,     ,                    ,     ,
 49,17090210,1,     ,     ,     ,     ,                    ,     ,
 49,17090210,2,     ,  400,     ,     ,                    ,     ,
 49,17090210,3,     ,     ,     ,     ,                    ,     ,
 49,17090211,1,     ,     ,     ,     ,                    ,     ,
 49,17090211,2,     ,  410,     ,     ,                    ,     ,
 49,17090211,3,     ,     ,     ,     ,                    ,     ,
 49,17090212,1,     ,     ,     ,     ,                    ,     ,
 49,17090212,2,     ,  410,     ,     ,                    ,     ,
 49,17090212,3,     ,     ,     ,     ,                    ,     ,
 49,17090213,1,     ,     ,     ,     ,                    ,     ,
 49,17090213,2,     ,  410,     ,     ,                    ,     ,
 49,17090213,3,     ,     ,     ,     ,                    ,     ,
 49,17090214,1,     ,     ,     ,     ,                    ,     ,
 49,17090214,2,     ,  440,     ,     ,                    ,     ,
 49,17090214,3,     ,     ,     ,     ,                    ,     ,
 49,17090215,1,     ,     ,     ,     ,                    ,     ,
 49,17090215,2,     ,  440,     ,     ,                    ,     ,
 49,17090215,3,     ,     ,     ,     ,                    ,     ,
 49,17090216,1,     ,     ,     ,     ,                    ,     ,
 49,17090216,2,     ,  440,     ,     ,                    ,     ,
 49,17090216,3,     ,     ,     ,     ,                    ,     ,
 49,17090217,1,     ,     ,     ,     ,                    ,     ,
 49,17090217,2,     ,  440,     ,     ,                    ,     ,
 49,17090217,3,     ,     ,     ,     ,                    ,     ,
 49,17090218,1,     ,     ,     ,     ,                    ,     ,
 49,17090218,2,     ,  410,     ,     ,                    ,     ,
 49,17090218,3,     ,     ,     ,     ,                    ,     ,
 49,17090219,1,     ,     ,     ,     ,                    ,     ,
 49,17090219,2,     ,  330,     ,     ,                    ,     ,
 49,17090219,3,     ,     ,     ,     ,                    ,     ,
 49,17090220,1,     ,     ,     ,     ,                    ,     ,
 49,17090220,2,     ,  290,     ,     ,                    ,     ,
 49,17090220,3,     ,     ,     ,     ,                    ,     ,
 49,17090221,1,     ,     ,     ,     ,                    ,     ,
 49,17090221,2,     ,  290,     ,     ,                    ,     ,
 49,17090221,3,     ,     ,     ,     ,                    ,     ,
 49,17090222,1,     ,     ,     ,     ,                    ,     ,
 49,17090222,2,     ,  270,     ,     ,                    ,     ,
 49,17090222,3,     ,     ,     ,     ,                    ,     ,
 49,17090223,1,     ,     ,     ,     ,                    ,     ,
 49,17090223,2,     ,  250,     ,     ,                    ,     ,
 49,17090223,3,     ,     ,     ,     ,                    ,     ,
 49,17090224,1,     ,     ,     ,     ,                    ,     ,
 49,17090224,2,     ,  240,     ,     ,                    ,     ,
 49,17090224,3,     ,     ,     ,     ,                    ,     ,
 49,17090225,1,     ,     ,     ,     ,                    ,     ,
 49,17090225,2,     ,  230,     ,     ,                    ,     ,
 49,17090225,3,     ,     ,     ,     ,                    ,     ,
 49,17090226,1,     ,     ,     ,     ,                    ,     ,
 49,17090226,2,     ,  230,     ,     ,                    ,     ,
 49,17090226,3,     ,     ,     ,     ,                    ,     ,
 49,17090227,1,     ,     ,     ,     ,                    ,     ,
 49,17090227,2,     ,  250,     ,     ,                    ,     ,
 49,17090227,3,     ,     ,     ,     ,                    ,     ,
 49,17090228,1,     ,     ,     ,     ,                    ,     ,
 49,17090228,2,     ,  290,     ,     ,                    ,     ,
 49,17090228,3,     ,     ,     ,     ,                    ,     ,
 49,17090301,1,     ,     ,     ,     ,                    ,     ,
 49,17090301,2,     ,  340,     ,     ,                    ,     ,
 49,17090301,3,     ,     ,     ,     ,                    ,     ,
 49,17090302,1,     ,     ,     ,     ,                    ,     ,
 49,17090302,2,     ,  340,     ,     ,                    ,     ,
 49,17090302,3,     ,     ,     ,     ,                    ,     ,
 49,17090303,1,     ,     ,     ,     ,                    ,     ,
 49,17090303,2,     ,  360,     ,     ,                    ,     ,
 49,17090303,3,     ,     ,     ,     ,                    ,     ,
 49,17090304,1,     ,     ,     ,     ,                    ,     ,
 49,17090304,2,     ,  390,     ,     ,                    ,     ,
 49,17090304,3,     ,     ,     ,     ,                    ,     ,
 49,17090305,1,     ,     ,     ,     ,                    ,     ,
 49,17090305,2,     ,  410,     ,     ,                    ,     ,
 49,17090305,3,     ,     ,     ,     ,                    ,     ,
 49,17090306,1,     ,     ,     ,     ,                    ,     ,
 49,17090306,2,     ,  410,     ,     ,                    ,     ,
 49,17090306,3,     ,     ,     ,     ,                    ,     ,
 49,17090307,1,     ,     ,     ,     ,                    ,     ,
 49,17090307,2,     ,  390,     ,     ,                    ,     ,
 49,17090307,3,     ,     ,     ,     ,                    ,     ,
 49,17090308,1,     ,     ,     ,     ,                    ,     ,
 49,17090308,2,     ,  370,     ,     ,                    ,     ,
 49,17090308,3,     ,     ,     ,     ,                    ,     ,
 49,17090309,1,     ,     ,     ,     ,                    ,     ,
 49,17090309,2,     ,  340,     ,     ,                    ,     ,
 49,17090309,3,     ,     ,     ,     ,                    ,     ,
 49,17090310,1,     ,     ,     ,     ,                    ,     ,
 49,17090310,2,     ,  300,     ,     ,                    ,     ,
 49,17090310,3,     ,     ,     ,     ,                    ,     ,
 49,17090311,1,     ,     ,     ,     ,                    ,     ,
 49,17090311,2,     ,  290,     ,     ,                    ,     ,
 49,17090311,3,     ,     ,     ,     ,                    ,     ,
 49,17090312,1,     ,     ,     ,     ,                    ,     ,
 49,17090312,2,     ,  290,     ,     ,                    ,     ,
 49,17090312,3,     ,     ,     ,     ,                    ,     ,
 49,17090313,1,     ,     ,     ,     ,                    ,     ,
 49,17090313,2,     ,  290,     ,     ,                    ,     ,
 49,17090313,3,     ,     ,     ,     ,                    ,     ,
 49,17090314,1,     ,     ,     ,     ,                    ,     ,
 49,17090314,2,     ,  260,     ,     ,                    ,     ,
 49,17090314,3,     ,     ,     ,     ,                    ,     ,
 49,17090315,1,     ,     ,     ,     ,                    ,     ,
 49,17090315,2,     ,  270,     ,     ,                    ,     ,
 49,17090315,3,     ,     ,     ,     ,                    ,     ,
 49,17090316,1,     ,     ,     ,     ,                    ,     ,
 49,17090316,2,     ,  290,     ,     ,                    ,     ,
 49,17090316,3,     ,     ,     ,     ,                    ,     ,
 49,17090317,1,     ,     ,     ,     ,                    ,     ,
 49,17090317,2,     ,  300,     ,     ,                    ,     ,
 49,17090317,3,     ,     ,     ,     ,                    ,     ,
 49,17090318,1,     ,     ,     ,     ,                    ,     ,
 49,17090318,2,     ,  320,     ,     ,                    ,     ,
 49,17090318,3,     ,     ,     ,     ,                    ,     ,
 49,17090319,1,     ,     ,     ,     ,                    ,     ,
 49,17090319,2,     ,  330,     ,     ,                    ,     ,
 49,17090319,3,     ,     ,     ,     ,                    ,     ,
 49,17090320,1,     ,     ,     ,     ,                    ,     ,
 49,17090320,2,     ,  350,     ,     ,                    ,     ,
 49,17090320,3,     ,     ,     ,     ,                    ,     ,
 49,17090321,1,     ,     ,     ,     ,                    ,     ,
 49,17090321,2,     ,  360,     ,     ,                    ,     ,
 49,17090321,3,     ,     ,     ,     ,                    ,     ,
 49,17090322,1,     ,     ,     ,     ,                    ,     ,
 49,17090322,2,     ,  380,     ,     ,                    ,     ,
 49,17090322,3,     ,     ,     ,     ,                    ,     ,
 49,17090323,1,     ,     ,     ,     ,                    ,     ,
 49,17090323,2,     ,  420,     ,     ,                    ,     ,
 49,17090323,3,     ,     ,     ,     ,                    ,     ,
 49,17090324,1,     ,     ,     ,     ,                    ,     ,
 49,17090324,2,     ,  470,     ,     ,                    ,     ,
 49,17090324,3,     ,     ,     ,     ,                    ,     ,
 49,17090325,1,     ,     ,     ,     ,                    ,     ,
 49,17090325,2,     ,  450,     ,     ,                    ,     ,
 49,17090325,3,     ,     ,     ,     ,                    ,     ,
 49,17090326,1,     ,     ,     ,     ,                    ,     ,
 49,17090326,2,     ,  430,     ,     ,                    ,     ,
 49,17090326,3,     ,     ,     ,     ,                    ,     ,
 49,17090327,1,     ,     ,     ,     ,                    ,     ,
 49,17090327,2,     ,  400,     ,     ,                    ,     ,
 49,17090327,3,     ,     ,     ,     ,                    ,     ,
 49,17090328,1,     ,     ,     ,     ,                    ,     ,
 49,17090328,2,     ,  400,     ,     ,                    ,     ,
 49,17090328,3,     ,     ,     ,     ,                    ,     ,
 49,17090329,1,     ,     ,     ,     ,                    ,     ,
 49,17090329,2,     ,  440,     ,     ,                    ,     ,
 49,17090329,3,     ,     ,     ,     ,                    ,     ,
 49,17090330,1,     ,     ,     ,     ,                    ,     ,
 49,17090330,2,     ,  470,     ,     ,                    ,     ,
 49,17090330,3,     ,     ,     ,     ,                    ,     ,
 49,17090331,1,     ,     ,     ,     ,                    ,     ,
 49,17090331,2,     ,  460,     ,     ,                    ,     ,
 49,17090331,3,     ,     ,     ,     ,                    ,     ,
 49,17090401,1,     ,     ,     ,     ,                    ,     ,
 49,17090401,2,     ,  420,     ,     ,                    ,     ,
 49,17090401,3,     ,     ,     ,     ,                    ,     ,
 49,17090402,1,     ,     ,     ,     ,                    ,     ,
 49,17090402,2,     ,  400,     ,     ,                    ,     ,
 49,17090402,3,     ,     ,     ,     ,                    ,     ,
 49,17090403,1,     ,     ,     ,     ,                    ,     ,
 49,17090403,2,     ,  420,     ,     ,                    ,     ,
 49,17090403,3,     ,     ,     ,     ,                    ,     ,
 49,17090404,1,     ,     ,     ,     ,                    ,     ,
 49,17090404,2,     ,  450,     ,     ,                    ,     ,
 49,17090404,3,     ,     ,     ,     ,                    ,     ,
 49,17090405,1,     ,     ,     ,     ,                    ,     ,
 49,17090405,2,     ,  450,     ,     ,                    ,     ,
 49,17090405,3,     ,     ,     ,     ,                    ,     ,
 49,17090406,1,     ,     ,     ,     ,                    ,     ,
 49,17090406,2,     ,  450,     ,     ,                    ,     ,
 49,17090406,3,     ,     ,     ,     ,                    ,     ,
 49,17090407,1,     ,     ,     ,     ,                    ,     ,
 49,17090407,2,     ,  450,     ,     ,                    ,     ,
 49,17090407,3,     ,     ,     ,     ,                    ,     ,
 49,17090408,1,     ,     ,     ,     ,                    ,     ,
 49,17090408,2,     ,  480,     ,     ,                    ,     ,
 49,17090408,3,     ,     ,     ,     ,                    ,     ,
 49,17090409,1,     ,     ,     ,     ,                    ,     ,
 49,17090409,2,     ,  470,     ,     ,                    ,     ,
 49,17090409,3,     ,     ,     ,     ,                    ,     ,
 49,17090410,1,     ,     ,     ,     ,                    ,     ,
 49,17090410,2,     ,  460,     ,     ,                    ,     ,
 49,17090410,3,     ,     ,     ,     ,                    ,     ,
 49,17090411,1,     ,     ,     ,     ,                    ,     ,
 49,17090411,2,     ,  490,     ,     ,                    ,     ,
 49,17090411,3,     ,     ,     ,     ,                    ,     ,
 49,17090412,1,     ,     ,     ,     ,                    ,     ,
 49,17090412,2,     ,  520,     ,     ,                    ,     ,
 49,17090412,3,     ,     ,     ,     ,                    ,     ,
 49,17090413,1,     ,     ,     ,     ,                    ,     ,
 49,17090413,2,     ,  530,     ,     ,                    ,     ,
 49,17090413,3,     ,     ,     ,     ,                    ,     ,
 49,17090414,1,     ,     ,     ,     ,                    ,     ,
 49,17090414,2,     ,  540,     ,     ,                    ,     ,
 49,17090414,3,     ,     ,     ,     ,                    ,     ,
 49,17090415,1,     ,     ,     ,     ,                    ,     ,
 49,17090415,2,     ,  540,     ,     ,                    ,     ,
 49,17090415,3,     ,     ,     ,     ,                    ,     ,
 49,17090416,1,     ,     ,     ,     ,                    ,     ,
 49,17090416,2,     ,  570,     ,     ,                    ,     ,
 49,17090416,3,     ,     ,     ,     ,                    ,     ,
 49,17090417,1,     ,     ,     ,     ,                    ,     ,
 49,17090417,2,     ,  610,     ,     ,                    ,     ,
 49,17090417,3,     ,     ,     ,     ,                    ,     ,
 49,17090418,1,     ,     ,     ,     ,                    ,     ,
 49,17090418,2,     ,  580,     ,     ,                    ,     ,
 49,17090418,3,     ,     ,     ,     ,                    ,     ,
 49,17090419,1,     ,     ,     ,     ,                    ,     ,
 49,17090419,2,     ,  560,     ,     ,                    ,     ,
 49,17090419,3,     ,     ,     ,     ,                    ,     ,
 49,17090420,1,     ,     ,     ,     ,                    ,     ,
 49,17090420,2,     ,  550,     ,     ,                    ,     ,
 49,17090420,3,     ,     ,     ,     ,                    ,     ,
 49,17090421,1,     ,     ,     ,     ,                    ,     ,
 49,17090421,2,     ,  580,     ,     ,                    ,     ,
 49,17090421,3,     ,     ,     ,     ,                    ,     ,
 49,17090422,1,     ,     ,     ,     ,                    ,     ,
 49,17090422,2,     ,  630,     ,     ,                    ,     ,
 49,17090422,3,     ,     ,     ,     ,                    ,     ,
 49,17090423,1,     ,     ,     ,     ,                    ,     ,
 49,17090423,2,     ,  570,     ,     ,                    ,     ,
 49,17090423,3,     ,     ,     ,     ,                    ,     ,
 49,17090424,1,     ,     ,     ,     ,                    ,     ,
 49,17090424,2,     ,  550,     ,     ,                    ,     ,
 49,17090424,3,     ,     ,     ,     ,                    ,     ,
 49,17090425,1,     ,     ,     ,     ,                    ,     ,
 49,17090425,2,     ,  510,     ,     ,                    ,     ,
 49,17090425,3,     ,     ,     ,     ,                    ,     ,
 49,17090426,1,     ,     ,     ,     ,                    ,     ,
 49,17090426,2,     ,  500,     ,     ,                    ,     ,
 49,17090426,3,     ,     ,     ,     ,                    ,     ,
 49,17090427,1,     ,     ,     ,     ,                    ,     ,
 49,17090427,2,     ,  500,     ,     ,                    ,     ,
 49,17090427,3,     ,     ,     ,     ,                    ,     ,
 49,17090428,1,     ,     ,     ,     ,                    ,     ,
 49,17090428,2,     ,  500,     ,     ,                    ,     ,
 49,17090428,3,     ,     ,     ,     ,                    ,     ,
 49,17090429,1,     ,     ,     ,     ,                    ,     ,
 49,17090429,2,     ,  510,     ,     ,                    ,     ,
 49,17090429,3,     ,     ,     ,     ,                    ,     ,
 49,17090430,1,     ,     ,     ,     ,                    ,     ,
 49,17090430,2,     ,  560,     ,     ,                    ,     ,
 49,17090430,3,     ,     ,     ,     ,                    ,     ,
 49,17090501,1,     ,     ,     ,     ,                    ,     ,
 49,17090501,2,     ,  590,     ,     ,                    ,     ,
 49,17090501,3,     ,     ,     ,     ,                    ,     ,
 49,17090502,1,     ,     ,     ,     ,                    ,     ,
 49,17090502,2,     ,  560,     ,     ,                    ,     ,
 49,17090502,3,     ,     ,     ,     ,                    ,     ,
 49,17090503,1,     ,     ,     ,     ,                    ,     ,
 49,17090503,2,     ,  560,     ,     ,                    ,     ,
 49,17090503,3,     ,     ,     ,     ,                    ,     ,
 49,17090504,1,     ,     ,     ,     ,                    ,     ,
 49,17090504,2,     ,  520,     ,     ,                    ,     ,
 49,17090504,3,     ,     ,     ,     ,                    ,     ,
 49,17090505,1,     ,     ,     ,     ,                    ,     ,
 49,17090505,2,     ,  490,     ,     ,                    ,     ,
 49,17090505,3,     ,     ,     ,     ,                    ,     ,
 49,17090506,1,     ,     ,     ,     ,                    ,     ,
 49,17090506,2,     ,  540,     ,     ,                    ,     ,
 49,17090506,3,     ,     ,     ,     ,                    ,     ,
 49,17090507,1,     ,     ,     ,     ,                    ,     ,
 49,17090507,2,     ,  570,     ,     ,                    ,     ,
 49,17090507,3,     ,     ,     ,     ,                    ,     ,
 49,17090508,1,     ,     ,     ,     ,                    ,     ,
 49,17090508,2,     ,  530,     ,     ,                    ,     ,
 49,17090508,3,     ,     ,     ,     ,                    ,     ,
 49,17090509,1,     ,     ,     ,     ,                    ,     ,
 49,17090509,2,     ,  520,     ,     ,                    ,     ,
 49,17090509,3,     ,     ,     ,     ,                    ,     ,
 49,17090510,1,     ,     ,     ,     ,                    ,     ,
 49,17090510,2,     ,  520,     ,     ,                    ,     ,
 49,17090510,3,     ,     ,     ,     ,                    ,     ,
 49,17090511,1,     ,     ,     ,     ,                    ,     ,
 49,17090511,2,     ,  530,     ,     ,                    ,     ,
 49,17090511,3,     ,     ,     ,     ,                    ,     ,
 49,17090512,1,     ,     ,     ,     ,                    ,     ,
 49,17090512,2,     ,  540,     ,     ,                    ,     ,
 49,17090512,3,     ,     ,     ,     ,                    ,     ,
 49,17090513,1,     ,     ,     ,     ,                    ,     ,
 49,17090513,2,     ,  550,     ,     ,                    ,     ,
 49,17090513,3,     ,     ,     ,     ,                    ,     ,
 49,17090514,1,     ,     ,     ,     ,                    ,     ,
 49,17090514,2,     ,  570,     ,     ,                    ,     ,
 49,17090514,3,     ,     ,     ,     ,                    ,     ,
 49,17090515,1,     ,     ,     ,     ,                    ,     ,
 49,17090515,2,     ,  520,     ,     ,                    ,     ,
 49,17090515,3,     ,     ,     ,     ,                    ,     ,
 49,17090516,1,     ,     ,     ,     ,                    ,     ,
 49,17090516,2,     ,  500,     ,     ,                    ,     ,
 49,17090516,3,     ,     ,     ,     ,                    ,     ,
 49,17090517,1,     ,     ,     ,     ,                    ,     ,
 49,17090517,2,     ,  490,     ,     ,                    ,     ,
 49,17090517,3,     ,     ,     ,     ,                    ,     ,
 49,17090518,1,     ,     ,     ,     ,                    ,     ,
 49,17090518,2,     ,  510,     ,     ,                    ,     ,
 49,17090518,3,     ,     ,     ,     ,                    ,     ,
 49,17090519,1,     ,     ,     ,     ,                    ,     ,
 49,17090519,2,     ,  530,     ,     ,                    ,     ,
 49,17090519,3,     ,     ,     ,     ,                    ,     ,
 49,17090520,1,     ,     ,     ,     ,                    ,     ,
 49,17090520,2,     ,  530,     ,     ,                    ,     ,
 49,17090520,3,     ,     ,     ,     ,                    ,     ,
 49,17090521,1,     ,     ,     ,     ,                    ,     ,
 49,17090521,2,     ,  510,     ,     ,                    ,     ,
 49,17090521,3,     ,     ,     ,     ,                    ,     ,
 49,17090522,1,     ,     ,     ,     ,                    ,     ,
 49,17090522,2,     ,  520,     ,     ,                    ,     ,
